property_id,immovlan_id,url,source,scrape_date,date_posted,html_path,property_type,category,transaction_type,new_construction,price,vat,cadastral_income,street,house_number,postal_code,locality,province,region,latitude,longitude,bedrooms,livable_surface,number_of_kitchens,kitchen_equipment,bathrooms,showers,toilets,floor,build_year,currently_leased,furnished,building_state,heating_type,glazing_type,heat_pump,solar_panels,air_conditioning,primary_energy_consumption,epc,electrical_certificate,facades,facade_orientation,garden,garden_surface,garden_orientation,terrace,terrace_surface,balcony,garage,garages,indoor_parking,outdoor_parking,cellar,swimming_pool,elevator,running_water,flooding_area_type,demarcated_flooding_area,number_of_floors,availability,total_land_surface,living_room_surface,preemption_right,access_for_disabled,bedroom_1_surface,bedroom_2_surface,gas_connection,epc_validity_date,sewer_connection,epc_reference,co2_emission,entry_phone,urbanism_affectation,attic,kitchen_surface,bedroom_3_surface,yearly_primary_energy_consumption,frontage_width,building_permission_granted,kitchen_type,alarm,terrace_orientation,planning_permission_granted,bathroom_surface,p_score,g_score,terrain_width_at_roadside,security_door,protected_heritage,bedroom_4_surface,buildable_surface,veranda,rain_water_tank,floor_heating,as_build_certificate,diningroom,ground_depth,diningroom_surface,fireplace,electric_charging_station,hammam_sauna_jacuzzi,water_sensitive_area,domotica,cellar_surface,wash_room,solar_thermic_panels,bedroom_5_surface,gasoil_tank_certificate,low_energy_house,garage_surface,office_surface,attic_surface,individual_water_meter,water_softener,motorized_garage_door,bike_storage,electronic_key,dressing,electrical_certificate_validity,dressing_surface,opportunity_for_professional,bi_hourly_counter,adaptations_for_elderlies,total_surface,individual_electric_meter,level_e,veranda_surface,service_apartment,individual_gas_meter,barbecue,electricity_connection,gasoil_tank_certificate_validity,urbanism_infraction_description,nursery_nearest_walk_m,preschool_nearest_walk_m,elementary_school_nearest_walk_m,high_school_nearest_walk_m,bus_stop_nearest_walk_m,tram_stop_nearest_walk_m,train_station_nearest_walk_m,train_station_nearest_drive_m,motorway_nearest_drive_m,airport_nearest_drive_m,charging_station_nearest_drive_m,supermarket_nearest_walk_m,supermarket_count,car_sharing_nearest_walk_m,bike_sharing_nearest_walk_m
RBV57288,10552850,https://immovlan.be/en/detail/residence/for-sale/1601/ruisbroek/rbv57288,ImmoVlan,2026-06-15,2026-03-29,data_html/raw/html/rbv/rbv57288.html,house,house,for-sale,0,395000,0,867,Vorstsesteenweg,140,1601,Ruisbroek,Flemish Brabant,Flanders,50.7942338,4.2994558,4,115,,,1,,,,1957,,0,Normal,Gas,Double glass,,1,,372,FlandersD,0,,North-west,0,,,1,35,,,,,,0,,0,,no flooding area,(information not available),,,114,,0,0,,,,23/01/2036,,20260123-0003781996-RES-1,,,,0,,,,7,,,,,1,6,D,D,,,0,,62,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642,966,966,2000,271,1700,736,1200,555,29400,3200,462,3,2400,1700
RBV57295,10552879,https://immovlan.be/en/detail/residence/for-sale/3120/tremelo/rbv57295,ImmoVlan,2026-06-15,2026-03-29,data_html/raw/html/rbv/rbv57295.html,house,house,for-sale,0,599000,1,,Nobelstraat,192,3120,Tremelo,Flemish Brabant,Flanders,51.0192681,4.7417299,4,270,,Super equipped,2,,2,,2026,,,New,Hot air,Double glass,1,1,,35,FlandersSingleA,1,4,,1,,,1,,,1,1,1,2,1,,,1,actual flooding area,(information not available),2,,1140,,0,,,,,,1,,10,,,1,,,20,,1,,,,1,,D,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,719,719,4400,1300,,3500,3700,14800,41600,4000,3100,3,3400,
RBV57296,10552880,https://immovlan.be/en/detail/residence/for-sale/2235/hulshout/rbv57296,ImmoVlan,2026-06-15,2026-03-29,data_html/raw/html/rbv/rbv57296.html,house,house,for-sale,0,349000,0,976,Stationsstraat,152,2235,Hulshout,Antwerp,Flanders,51.0593469,4.8202731,5,,,Fully equipped,1,,,,1936,,,,Fuel oil,Double glass,,,,652,FlandersF,0,4,,1,,,1,,,1,1,1,,1,,,1,no flooding area,(information not available),,,2040,,0,,,,,13/03/2035,1,,,,,1,,,,,,Western kitchen,,,,,B,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,1000,1000,8000,350,,4800,5100,,,7300,369,3,967,
RBV57300,10552932,https://immovlan.be/en/detail/apartment/for-sale/1800/vilvoorde/rbv57300,ImmoVlan,2026-06-15,2026-03-29,data_html/raw/html/rbv/rbv57300.html,flat,appartment,for-sale,0,220000,0,,Tuchthuisstraat,2,1800,Vilvoorde,Flemish Brabant,Flanders,50.9262731,4.4240836,1,,,,1,,1,,2017,0,,,,,,,,100,FlandersSingleA,,,,0,,,1,8,0,,,,,,,1,,no flooding area,(information not available),,Immediately,,,1,1,,,,,,23088-G-2015/00160/EP14854/A001/D01/SD021,,,"Residential zone (residential, urban)",,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,688,688,385,82,,720,1300,2900,8400,601,112,3,167,1000
RBV57474,10553134,https://immovlan.be/en/detail/ground-floor/for-sale/9850/nevele/rbv57474,ImmoVlan,2026-06-15,2026-03-29,data_html/raw/html/rbv/rbv57474.html,ground_floor,appartment,for-sale,1,389400,1,,Camille van der Cruyssenstraat,44,9850,Nevele,East Flanders,Flanders,51.0348931,3.5505827,2,95,,,1,,1,0,2026,0,0,,,Double glass,,,,,,,2,,1,51,,1,20,,1,,,1,,0,,1,no flooding area,(information not available),2,,,27,0,,14,12,1,,1,,,,,,10,,,,,,,,,5,A,A,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,342,342,4100,150,,4400,4800,3000,,4100,418,3,382,
RBV57475,10553135,https://immovlan.be/en/detail/ground-floor/for-sale/9850/nevele/rbv57475,ImmoVlan,2026-06-15,2026-03-29,data_html/raw/html/rbv/rbv57475.html,ground_floor,appartment,for-sale,1,412700,1,,Camille van der Cruyssenstraat,44,9850,Nevele,East Flanders,Flanders,51.0348931,3.5505827,3,105,,,2,,1,0,2026,0,0,,,Double glass,,,,,,,2,,1,72,,1,20,,1,,,,,0,,1,no flooding area,(information not available),2,,,17,0,,13,10,1,,1,,,,,,7,12,,,,,,,,5,A,A,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,342,342,4100,150,,4400,4800,3000,,4100,418,3,382,
RBV57476,10553136,https://immovlan.be/en/detail/apartment/for-sale/9850/nevele/rbv57476,ImmoVlan,2026-06-15,2026-03-29,data_html/raw/html/rbv/rbv57476.html,flat,appartment,for-sale,1,439000,1,,Camille van der Cruyssenstraat,44,9850,Nevele,East Flanders,Flanders,51.0348931,3.5505827,3,115,,,2,,1,1,2026,0,0,,,Double glass,,,,,,,2,,1,,,1,12,,1,,,,,0,,1,no flooding area,(information not available),2,,,35,0,,16,11,1,,1,,,,,,10,10,,,,,,,,5,A,A,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,342,342,4100,150,,4400,4800,3000,,4100,418,3,382,
RBV57477,10553137,https://immovlan.be/en/detail/apartment/for-sale/9850/nevele/rbv57477,ImmoVlan,2026-06-15,2026-03-29,data_html/raw/html/rbv/rbv57477.html,flat,appartment,for-sale,1,385700,1,,Camille van der Cruyssenstraat,44,9850,Nevele,East Flanders,Flanders,51.0348931,3.5505827,2,90,,,1,,1,1,2026,0,0,,,Double glass,,,,,,,2,,1,,,1,12,,1,,,,,0,,1,no flooding area,(information not available),2,,,26,0,,14,12,1,,1,,,,,,10,,,,,,,,,6,A,A,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,342,342,4100,150,,4400,4800,3000,,4100,418,3,382,
RBV57478,10553138,https://immovlan.be/en/detail/apartment/for-sale/9850/nevele/rbv57478,ImmoVlan,2026-06-15,2026-03-29,data_html/raw/html/rbv/rbv57478.html,flat,appartment,for-sale,1,424600,1,,Camille van der Cruyssenstraat,44,9850,Nevele,East Flanders,Flanders,51.0348931,3.5505827,3,105,,,2,,1,1,2026,0,0,,,Double glass,,,,,,,2,,1,,,1,12,,1,,,,,0,,1,no flooding area,(information not available),2,,,17,0,,14,10,1,,1,,,,,,,13,,,,,,,,5,A,A,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,342,342,4100,150,,4400,4800,3000,,4100,418,3,382,
RBV57494,10553154,https://immovlan.be/en/detail/apartment/for-sale/9850/nevele/rbv57494,ImmoVlan,2026-06-15,2026-03-29,data_html/raw/html/rbv/rbv57494.html,flat,appartment,for-sale,1,385700,1,,Camille van der Cruyssenstraat,44,9850,Nevele,East Flanders,Flanders,51.0348931,3.5505827,2,90,,,1,,1,1,2026,0,0,,,Double glass,,,,,,,2,,1,,,1,12,,1,,,,,0,,1,no flooding area,(information not available),2,,,26,0,,14,12,1,,1,,,,,,10,,,,,,,,,6,A,A,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,342,342,4100,150,,4400,4800,3000,,4100,418,3,382,
RBV59605,10555273,https://immovlan.be/en/detail/duplex/for-sale/1070/anderlecht/rbv59605,ImmoVlan,2026-06-15,2026-03-30,data_html/raw/html/rbv/rbv59605.html,duplex,appartment,for-sale,0,315000,0,,Materiaalstraat,20,1070,Anderlecht,Brussels,Brussels,50.8406471,4.3215782,2,110,,Super equipped,1,,,2,2014,,0,Excellent,Gas,Double glass,,,,118,BrusselsC,1,,,1,,,1,,,1,,,,,,,1,no flooding area,(information not available),,,,33,0,,17,10,1,,1,,,1,,,9,,,,1,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,598,598,345,196,197,1200,1500,3200,17800,1600,273,3,1300,247
RBV59613,10555288,https://immovlan.be/en/detail/residence/for-sale/9500/geraardsbergen/rbv59613,ImmoVlan,2026-06-15,2026-03-30,data_html/raw/html/rbv/rbv59613.html,house,house,for-sale,0,519000,0,,Watermolenstraat,101,9500,Geraardsbergen,East Flanders,Flanders,50.77404,3.824213,3,189,,,1,,2,,1952,0,0,To be renovated,Fuel oil,,,1,,345,FlandersD,0,4,North-east,1,,,1,,,1,2,,,,,0,,no flooding area,(information not available),,,1903,,0,,,,,17/03/2036,,20260317-0003826237-RES-1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,1500,1500,4200,1400,,4100,4300,,,5100,3700,3,,
RBV59614,10555293,https://immovlan.be/en/detail/residence/for-sale/3270/scherpenheuvel/rbv59614,ImmoVlan,2026-06-15,2026-03-30,data_html/raw/html/rbv/rbv59614.html,house,house,for-sale,1,436000,1,,Koekoekstraat,20,3270,Scherpenheuvel,Flemish Brabant,Flanders,50.96243,4.939495,4,,,,1,,2,,2026,0,0,New,,,,,,,,1,3,West,1,,,1,22,,,,,2,,,0,1,no flooding area,(information not available),2,,343,,0,,,,,,,,,,"Residential zone (residential, urban)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,774,774,4400,323,,6900,7600,833,,3100,459,3,4300,
RBV59615,10555294,https://immovlan.be/en/detail/residence/for-sale/3270/scherpenheuvel/rbv59615,ImmoVlan,2026-06-15,2026-03-30,data_html/raw/html/rbv/rbv59615.html,house,house,for-sale,1,437500,1,,Koekoekstraat,20,3270,Scherpenheuvel,Flemish Brabant,Flanders,50.96243,4.939495,4,,,,1,,2,,2026,0,0,New,,,,,,,,1,3,West,1,,,1,22,,,,,2,,,0,1,no flooding area,(information not available),2,,352,,0,,,,,,,,,,"Residential zone (residential, urban)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,774,774,4400,323,,6900,7600,833,,3100,459,3,4300,
RBV59616,10555295,https://immovlan.be/en/detail/residence/for-sale/3270/scherpenheuvel/rbv59616,ImmoVlan,2026-06-15,2026-03-30,data_html/raw/html/rbv/rbv59616.html,house,house,for-sale,1,437500,1,,Koekoekstraat,20,3270,Scherpenheuvel,Flemish Brabant,Flanders,50.96243,4.939495,4,,,,1,,2,,2026,0,0,New,,,,,,,,1,3,West,1,,,1,22,,,,,2,,,0,1,no flooding area,(information not available),2,,354,,0,,,,,,,,,,"Residential zone (residential, urban)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,774,774,4400,323,,6900,7600,833,,3100,459,3,4300,
RBV59617,10555296,https://immovlan.be/en/detail/residence/for-sale/3270/scherpenheuvel/rbv59617,ImmoVlan,2026-06-15,2026-03-30,data_html/raw/html/rbv/rbv59617.html,house,house,for-sale,1,436000,1,,Koekoekstraat,20,3270,Scherpenheuvel,Flemish Brabant,Flanders,50.96243,4.939495,4,,,,1,,2,,2026,0,0,New,,,,,,,,1,3,West,1,,,1,22,,,,,2,,,0,1,no flooding area,(information not available),2,,343,,0,,,,,,,,,,"Residential zone (residential, urban)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,774,774,4400,323,,6900,7600,833,,3100,459,3,4300,
RBV59618,10555297,https://immovlan.be/en/detail/residence/for-sale/3270/scherpenheuvel/rbv59618,ImmoVlan,2026-06-15,2026-03-30,data_html/raw/html/rbv/rbv59618.html,house,house,for-sale,1,437500,1,,Koekoekstraat,20,3270,Scherpenheuvel,Flemish Brabant,Flanders,50.96243,4.939495,4,,,,1,,2,,2026,0,0,New,,,,,,,,1,3,West,1,,,1,22,,,,,2,,,0,1,no flooding area,(information not available),2,,352,,0,,,,,,,,,,"Residential zone (residential, urban)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,774,774,4400,323,,6900,7600,833,,3100,459,3,4300,
RBV59619,10555298,https://immovlan.be/en/detail/residence/for-sale/3270/scherpenheuvel/rbv59619,ImmoVlan,2026-06-15,2026-03-30,data_html/raw/html/rbv/rbv59619.html,house,house,for-sale,1,439000,1,,Koekoekstraat,20,3270,Scherpenheuvel,Flemish Brabant,Flanders,50.96243,4.939495,4,,,,1,,2,,2026,0,0,New,,,,,,,,1,3,West,1,,,1,22,,,,,2,,,0,1,no flooding area,(information not available),2,,,,0,,,,,,,,,,"Residential zone (residential, urban)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,774,774,4400,323,,6900,7600,833,,3100,459,3,4300,
RBV59627,10555385,https://immovlan.be/en/detail/residence/for-sale/9300/aalst/rbv59627,ImmoVlan,2026-06-15,2026-03-30,data_html/raw/html/rbv/rbv59627.html,house,house,for-sale,0,495000,0,1,Hoveniersstraat,48,9300,Aalst,East Flanders,Flanders,50.94269,4.04586,5,310,,,3,,3,,,0,0,Normal,,Double glass,,,0,180,FlandersB,,,,1,114,,1,25,0,,,,1,,,0,1,(information not available),(information not available),,Immediately,,32,0,0,17,11,1,,,20251120-0003609413-RES-1,,,"Residential zone (residential, urban)",,31,13,,,,,0,,,7,,,,,0,23,294,,,0,0,,,,0,,0,,0,,,0,17,,,,,,,,0,,0,,,,,,,,,,,,,,,,,430,144,480,617,159,,743,2000,4200,,1300,533,3,216,653
RBV59632,10555424,https://immovlan.be/en/detail/residence/for-sale/3740/beverst/rbv59632,ImmoVlan,2026-06-15,2026-03-30,data_html/raw/html/rbv/rbv59632.html,house,house,for-sale,0,389000,0,643,Schoolstraat,9,3740,Beverst,Limburg,Flanders,50.90296,5.475522,3,169,,,1,,,,1963,0,0,Normal,Fuel oil,,,1,,115,FlandersB,1,3,,1,,,1,,,1,1,,,,,0,,no flooding area,(information not available),,On contract,799,,0,,,,,,,,,,"Residential zone (residential, urban)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4300,349,349,4800,348,,4800,5200,5300,,1800,2100,3,3800,
RBV59634,10555457,https://immovlan.be/en/detail/apartment/for-sale/1070/anderlecht/rbv59634,ImmoVlan,2026-06-15,2026-03-30,data_html/raw/html/rbv/rbv59634.html,flat,appartment,for-sale,0,169000,0,435,,,1070,Anderlecht,Brussels,Brussels,50.8365808,4.308187,2,89,,,1,,2,,,0,0,Normal,Gas,,,,,443,BrusselsG,1,,,0,,,0,,,,,,,,,0,,(information not available),(information not available),2,On contract,,35,,,,,,,,20260304-0000745529-01-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,389,428,363,115,304,1900,2600,2200,25100,1000,451,3,53,324
RBV59664,10555500,https://immovlan.be/en/detail/apartment/for-sale/6041/gosselies/rbv59664,ImmoVlan,2026-06-15,2026-03-30,data_html/raw/html/rbv/rbv59664.html,flat,appartment,for-sale,0,175000,0,,Rue du Spinois,144,6041,Gosselies,Hainaut,Wallonia,50.41524,4.45707,3,161,,,2,,3,0,,0,0,To be renovated,,Double glass,,,0,339,WalloniaD,,,,0,,,0,,0,,,,,,,0,1,no flooding area,(information not available),,Immediately,,,0,0,27,11,0,,,20220910005411,,,,,,18,,,,,0,,,,,,,,0,,,,,0,0,,,,0,,0,,0,,,0,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,345,631,588,760,283,,1900,2600,722,6000,3600,319,3,887,
RBV59679,10555519,https://immovlan.be/en/detail/villa/for-sale/1650/beersel/rbv59679,ImmoVlan,2026-06-15,2026-03-30,data_html/raw/html/rbv/rbv59679.html,villa,house,for-sale,0,399000,0,1,Reiberg,4,1650,Beersel,Flemish Brabant,Flanders,50.7412895,4.2711621,3,136,,,1,,1,,1983,0,0,,Gas,,,,,317,FlandersD,0,4,North-west,1,,,0,,,1,1,,2,,,0,1,no flooding area,(information not available),,On contract,646,31,1,,,,1,04/03/2036,,20260323-0003816071-RES-2,,,"Residential zone (residential, urban)",1,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,872,1200,1200,2400,224,,1700,1900,694,35600,2100,808,3,1700,
RBV59682,10555531,https://immovlan.be/en/detail/residence/for-sale/8880/sint-eloois-winkel/rbv59682,ImmoVlan,2026-06-15,2026-03-30,data_html/raw/html/rbv/rbv59682.html,house,house,for-sale,0,365000,0,,Olympialaan,10,8880,Sint-Eloois-Winkel,West Flanders,Flanders,50.87101,3.18195,4,215,,,1,,2,,1991,0,,,Electricity,Double glass,,1,0,324,FlandersD,,4,South-west,1,,,1,,0,1,1,,3,,,0,,no flooding area,(information not available),,,630,,0,0,,,,,,20260205-0003771731-RES-2,,,"Residential zone (residential, urban)",1,,,,9,,,0,,,,,,18,,0,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,942,1100,1100,5000,197,,6500,6500,5600,8800,985,953,3,8000,
RBV59684,10555533,https://immovlan.be/en/detail/residence/for-sale/8430/middelkerke/rbv59684,ImmoVlan,2026-06-15,2026-03-30,data_html/raw/html/rbv/rbv59684.html,house,house,for-sale,0,159000,0,,Westendelaan,31,8430,Middelkerke,West Flanders,Flanders,51.1839588,2.8189102,2,109,,,,,,,,0,,,Gas,Simple glass,,,0,1078,FlandersF,,3,East,0,,,0,,0,,,,,,,0,,no flooding area,(information not available),,,61,,0,0,,,,,,20250625-0003633378-RES-1,,,"Residential zone (residential, urban)",,,,,13,,,0,,,,,,13,,0,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,380,380,534,252,607,9300,12100,6100,5400,1200,416,3,6000,
RBV59688,10555538,https://immovlan.be/en/detail/residence/for-sale/1547/bever/rbv59688,ImmoVlan,2026-06-15,2026-03-30,data_html/raw/html/rbv/rbv59688.html,house,house,for-sale,0,210000,0,,Akrenbos domein,60,1547,Bever,Flemish Brabant,Flanders,50.7256008,3.9035835,3,105,,,1,,1,,1969,0,,,Electricity,Double glass,,,0,586,FlandersF,,4,South,1,,,0,,0,1,1,,3,,,0,,no flooding area,(information not available),1,Immediately,925,,0,0,,,,,,20250115-0003470948,,,Residential park,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3600,1700,1700,5900,978,,4300,4600,6300,,6600,3700,3,,
RBV59715,10555593,https://immovlan.be/en/detail/residence/for-sale/8500/kortrijk/rbv59715,ImmoVlan,2026-06-15,2026-03-30,data_html/raw/html/rbv/rbv59715.html,house,house,for-sale,0,289000,0,498,Antoon Van Dycklaan,2,8500,Kortrijk,West Flanders,Flanders,50.83643,3.265717,3,120,,,1,,2,,1950,0,0,Normal,Gas,,,,,196,FlandersB,1,2,,0,,,1,,,,,,,,,0,,no flooding area,(information not available),,On contract,40,,0,,,,,,,,,,"Residential zone (residential, urban)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567,644,644,583,359,,1800,3000,3700,4100,1100,160,3,682,1900
RBV59717,10555595,https://immovlan.be/en/detail/studio/for-sale/3000/leuven/rbv59717,ImmoVlan,2026-06-15,2026-03-30,data_html/raw/html/rbv/rbv59717.html,flat_studio,appartment,for-sale,0,215000,0,423,Brouwersstraat,25,3000,Leuven,Flemish Brabant,Flanders,50.8827442,4.694841,1,23,,,1,1,1,0,,1,1,Normal,Gas,Double glass,,,,137,FlandersB,1,2,,0,,,0,,,,,,,,0,0,,(information not available),(information not available),2,,,,,0,,,,23/04/2029,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310,313,669,669,38,,1700,4000,1400,23700,1600,302,3,154,898
RBV59723,10555603,https://immovlan.be/en/detail/residence/for-sale/9990/maldegem/rbv59723,ImmoVlan,2026-06-15,2026-03-30,data_html/raw/html/rbv/rbv59723.html,house,house,for-sale,0,545000,0,,,,9990,Maldegem,East Flanders,Flanders,51.209082,3.4486611,3,,,,3,,2,,,0,,Excellent,Gas,Double glass,,0,,1,FlandersSingleA,,4,,1,,,1,,,1,,,3,,,,,no flooding area,(information not available),2,On contract,,,0,,,,,,,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560,286,248,219,197,,9500,11500,,,473,224,3,280,
RBV59742,10555646,https://immovlan.be/en/detail/residence/for-sale/2500/lier/rbv59742,ImmoVlan,2026-06-15,2026-03-30,data_html/raw/html/rbv/rbv59742.html,house,house,for-sale,0,399000,0,1,Mechelsesteenweg,401,2500,Lier,Antwerp,Flanders,51.12398918,4.54917909,3,215,,,1,,1,,,0,0,To be renovated,Electricity,,,,,442,FlandersE,0,3,South-east,1,,,1,,,1,2,,6,,,0,,no flooding area,(information not available),2,,893,,0,,,,,12/01/2036,,20260112-0003773533-RES-1,,,"Residential zone (residential, urban)",1,,,,6,,,,,,,,,,,,,189,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311,123,123,1400,36,,2000,2100,11400,12900,1600,320,3,630,502
RBV59743,10555648,https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/rbv59743,ImmoVlan,2026-06-15,2026-03-30,data_html/raw/html/rbv/rbv59743.html,flat,appartment,for-sale,0,480000,0,1,Square Ambiorix,43,1000,Brussels,Brussels,Brussels,50.84613535,4.38222817,3,120,,,2,,3,3,,0,0,Normal,Gas,,,,,275,BrusselsE,0,2,,0,,,0,,,1,,,,,,1,,(information not available),(information not available),,On contract,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,269,331,379,110,1400,360,351,2800,13900,482,489,3,1,154
RBV59745,10555650,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbv59745,ImmoVlan,2026-06-15,2026-03-30,data_html/raw/html/rbv/rbv59745.html,flat,appartment,for-sale,0,269000,0,1,Park Terlinden,12,9300,Aalst,East Flanders,Flanders,50.94404,4.01399,3,150,,,1,,1,7,,0,0,Excellent,,Double glass,,,0,132,FlandersB,1,,,1,,,1,15,1,,,,1,,,1,1,(information not available),(information not available),,Immediately,,43,0,1,15,12,1,,,20260326-0003830923-RES-1,,,"Residential zone (residential, urban)",,16,8,,,,,0,,,6,,,,,0,,,,,0,0,,,,0,,0,,0,,,0,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,874,880,458,992,298,,1300,1400,2300,,1700,296,3,787,2300
RBV59746,10555651,https://immovlan.be/en/detail/villa/for-sale/2820/bonheiden/rbv59746,ImmoVlan,2026-06-15,2026-03-30,data_html/raw/html/rbv/rbv59746.html,villa,house,for-sale,0,832000,0,,Rijmenamseweg,148,2820,Bonheiden,Antwerp,Flanders,51.01792,4.570444,4,258,,,2,,3,,2024,0,0,New,Electricity,,1,1,,35,FlandersSingleA,1,4,,1,,,0,,,,,,,,,0,,no flooding area,(information not available),,On contract,791,,0,,,,,,,12005-G-OMV2023139773/EP18659/A001/D01/SD001,,,"Residential zone (residential, urban)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,1600,1800,6100,215,,6600,8000,11100,27100,1800,1800,3,4900,1100
RBV59762,10555723,https://immovlan.be/en/detail/residence/for-sale/9400/denderwindeke/rbv59762,ImmoVlan,2026-06-15,2026-03-30,data_html/raw/html/rbv/rbv59762.html,house,house,for-sale,1,416556,1,,Edingsesteenweg,429,9400,Denderwindeke,East Flanders,Flanders,50.79817,4.02483,3,156,,,,,,,,0,,,,,1,,,,,0,3,,1,,West,0,,,1,,,,,,,1,(information not available),(information not available),,,502,,,,,,,,,,,,"Residential zone (residential, urban)",1,,,,8,,,,,,,A,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,197,197,4500,18,,4200,8100,,,5200,239,3,4300,
RBV59763,10555724,https://immovlan.be/en/detail/residence/for-sale/9400/denderwindeke/rbv59763,ImmoVlan,2026-06-15,2026-03-30,data_html/raw/html/rbv/rbv59763.html,house,house,for-sale,1,417198,1,,Edingsesteenweg,429,9400,Denderwindeke,East Flanders,Flanders,50.79817,4.02483,3,152,,,,,,,,0,,New,,,1,,,,,1,3,,1,,West,0,,,1,,,,,,,1,(information not available),(information not available),,,454,,,,,,,,,,,,"Residential zone (residential, urban)",1,,,,8,,,,,,,A,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,197,197,4500,18,,4200,8100,,,5200,239,3,4300,
RBV59764,10555725,https://immovlan.be/en/detail/residence/for-sale/9400/denderwindeke/rbv59764,ImmoVlan,2026-06-15,2026-03-30,data_html/raw/html/rbv/rbv59764.html,house,house,for-sale,1,419988,1,,Edingsesteenweg,429,9400,Denderwindeke,East Flanders,Flanders,50.79817,4.02483,3,160,,,,,,,,0,,New,,,1,,,,,1,3,,1,,West,0,,,1,,,,,,,1,(information not available),(information not available),,,410,,,,,,,,,,,,"Residential zone (residential, urban)",1,,,,8,,,,,,,A,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,197,197,4500,18,,4200,8100,,,5200,239,3,4300,
