property_id,immovlan_id,url,source,scrape_date,date_posted,html_path,property_type,category,transaction_type,new_construction,price,vat,cadastral_income,street,house_number,postal_code,locality,province,region,latitude,longitude,bedrooms,livable_surface,number_of_kitchens,kitchen_equipment,bathrooms,showers,toilets,floor,build_year,currently_leased,furnished,building_state,heating_type,glazing_type,heat_pump,solar_panels,air_conditioning,primary_energy_consumption,epc,electrical_certificate,facades,facade_orientation,garden,garden_surface,garden_orientation,terrace,terrace_surface,balcony,garage,garages,indoor_parking,outdoor_parking,cellar,swimming_pool,elevator,running_water,flooding_area_type,demarcated_flooding_area,number_of_floors,availability,total_land_surface,living_room_surface,preemption_right,access_for_disabled,bedroom_1_surface,bedroom_2_surface,gas_connection,epc_validity_date,sewer_connection,epc_reference,co2_emission,entry_phone,urbanism_affectation,attic,kitchen_surface,bedroom_3_surface,yearly_primary_energy_consumption,frontage_width,building_permission_granted,kitchen_type,alarm,terrace_orientation,planning_permission_granted,bathroom_surface,p_score,g_score,terrain_width_at_roadside,security_door,protected_heritage,bedroom_4_surface,buildable_surface,veranda,rain_water_tank,floor_heating,as_build_certificate,diningroom,ground_depth,diningroom_surface,fireplace,electric_charging_station,hammam_sauna_jacuzzi,water_sensitive_area,domotica,cellar_surface,wash_room,solar_thermic_panels,bedroom_5_surface,gasoil_tank_certificate,low_energy_house,garage_surface,office_surface,attic_surface,individual_water_meter,water_softener,motorized_garage_door,bike_storage,electronic_key,dressing,electrical_certificate_validity,dressing_surface,opportunity_for_professional,bi_hourly_counter,adaptations_for_elderlies,total_surface,individual_electric_meter,level_e,veranda_surface,service_apartment,individual_gas_meter,barbecue,electricity_connection,gasoil_tank_certificate_validity,urbanism_infraction_description,nursery_nearest_walk_m,preschool_nearest_walk_m,elementary_school_nearest_walk_m,high_school_nearest_walk_m,bus_stop_nearest_walk_m,tram_stop_nearest_walk_m,train_station_nearest_walk_m,train_station_nearest_drive_m,motorway_nearest_drive_m,airport_nearest_drive_m,charging_station_nearest_drive_m,supermarket_nearest_walk_m,supermarket_count,car_sharing_nearest_walk_m,bike_sharing_nearest_walk_m
RBV59765,10555726,https://immovlan.be/en/detail/residence/for-sale/8730/beernem/rbv59765,ImmoVlan,2026-06-15,2026-03-30,data_html/raw/html/rbv/rbv59765.html,house,house,for-sale,1,299000,1,,Beernemstraat,27,8730,Beernem,West Flanders,Flanders,51.14276,3.34074,3,140,,,,,,,,0,,,,,1,1,,,,0,2,,1,,,1,,,1,,,,,,,1,no flooding area,(information not available),,,,,,,,,,,,,,,Extended area of residence,,,,,8,,,,,,,A,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,180,180,6000,122,,2400,2400,3100,,6300,2700,3,10300,
RBV59766,10555727,https://immovlan.be/en/detail/residence/for-sale/8730/beernem/rbv59766,ImmoVlan,2026-06-15,2026-03-30,data_html/raw/html/rbv/rbv59766.html,house,house,for-sale,1,299000,1,,Beernemstraat,27,8730,Beernem,West Flanders,Flanders,51.14276,3.34074,3,140,,,,,,,,0,,,,,1,1,,,,0,2,,1,,,1,,,1,,,,,,,1,no flooding area,(information not available),,,,,,,,,,,,,,,Extended area of residence,,,,,8,,,,,,,A,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,180,180,6000,122,,2400,2400,3100,,6300,2700,3,10300,
RBV59767,10555728,https://immovlan.be/en/detail/residence/for-sale/8730/beernem/rbv59767,ImmoVlan,2026-06-15,2026-03-30,data_html/raw/html/rbv/rbv59767.html,house,house,for-sale,1,254000,1,,Beernemstraat,27,8730,Beernem,West Flanders,Flanders,51.1663769,3.3391901,1,85,,,,,,,,0,,,,,1,1,,,,0,2,,1,,,1,,,1,,,,,,,1,no flooding area,(information not available),,,150,,,,,,,,,,,,Extended area of residence,,,,,8,,,,,,,A,,8,,,,85,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300,318,318,3900,149,,5100,5100,5800,,7200,489,3,8000,
RBV59768,10555729,https://immovlan.be/en/detail/residence/for-sale/8730/beernem/rbv59768,ImmoVlan,2026-06-15,2026-03-30,data_html/raw/html/rbv/rbv59768.html,house,house,for-sale,1,254000,1,,Beernemstraat,27,8730,Beernem,West Flanders,Flanders,51.1663769,3.3391901,1,85,,,,,,,,0,,,,,1,1,,,,0,2,,1,,,1,,,1,,,,,,,1,no flooding area,(information not available),,,150,,,,,,,,,,,,Extended area of residence,,,,,8,,,,,,,A,,8,,,,85,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300,318,318,3900,149,,5100,5100,5800,,7200,489,3,8000,
RBV59769,10555730,https://immovlan.be/en/detail/residence/for-sale/8730/beernem/rbv59769,ImmoVlan,2026-06-15,2026-03-30,data_html/raw/html/rbv/rbv59769.html,house,house,for-sale,1,317140,1,,Beernemstraat,27,8730,Beernem,West Flanders,Flanders,51.14276,3.34074,3,157,,,,,,,,0,,,,,1,1,,,,0,3,,1,,,1,,,1,,,,,,,1,no flooding area,(information not available),,,,,,,,,,,,,,,Extended area of residence,,,,,8,,,,,,,A,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,180,180,6000,122,,2400,2400,3100,,6300,2700,3,10300,
RBV59770,10555731,https://immovlan.be/en/detail/residence/for-sale/8730/beernem/rbv59770,ImmoVlan,2026-06-15,2026-03-30,data_html/raw/html/rbv/rbv59770.html,house,house,for-sale,1,317140,1,,Beernemstraat,27,8730,Beernem,West Flanders,Flanders,51.14276,3.34074,3,157,,,,,,,,0,,,,,1,1,,,,0,3,,1,,,1,,,1,,,,,,,1,no flooding area,(information not available),,,,,,,,,,,,,,,Extended area of residence,,,,,8,,,,,,,A,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,180,180,6000,122,,2400,2400,3100,,6300,2700,3,10300,
RBV59771,10555732,https://immovlan.be/en/detail/residence/for-sale/8730/beernem/rbv59771,ImmoVlan,2026-06-15,2026-03-30,data_html/raw/html/rbv/rbv59771.html,house,house,for-sale,1,264000,1,,Beernemstraat,27,8730,Beernem,West Flanders,Flanders,51.1663769,3.3391901,2,90,,,,,,,,0,,,,,1,1,,,,0,3,,1,,,1,,,1,,,,,,,1,no flooding area,(information not available),,,190,,,,,,,,,,,,Extended area of residence,,,,,8,,,,,,,A,,10,,,,90,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300,318,318,3900,149,,5100,5100,5800,,7200,489,3,8000,
RBV59773,10555734,https://immovlan.be/en/detail/residence/for-sale/8000/brugge/rbv59773,ImmoVlan,2026-06-15,2026-03-30,data_html/raw/html/rbv/rbv59773.html,house,house,for-sale,0,330000,0,260,,,8000,Brugge,West Flanders,Flanders,51.209379,3.2246451,1,50,,,1,,1,,,0,,,,,,,,352,FlandersD,0,,,1,,South,1,,,,,,,,,,1,no flooding area,(information not available),,,49,,,,,,1,09/12/2034,,20241209-0003471388-RES-1,,,"Residential area of cultural, historical value",,,,,4,,,,,,,C,C,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211,299,299,440,162,,1700,3000,7000,31800,2,15,3,220,1600
RBV59776,10555737,https://immovlan.be/en/detail/residence/for-sale/8400/oostende/rbv59776,ImmoVlan,2026-06-15,2026-03-30,data_html/raw/html/rbv/rbv59776.html,house,house,for-sale,1,353000,1,,Roerdompstraat,12,8400,Oostende,West Flanders,Flanders,51.2132464,2.89677,4,165,,,1,,2,,2024,0,,New,Gas,Double glass,,1,,,,1,2,,1,,South,1,,,,,,,,,,1,no flooding area,(information not available),,,125,,,,,,1,,,OMV_2022063054,,,"Residential zone (residential, urban)",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,656,656,697,136,1200,3100,4800,2600,3600,2100,553,3,740,
RBV59777,10555738,https://immovlan.be/en/detail/residence/for-sale/8400/oostende/rbv59777,ImmoVlan,2026-06-15,2026-03-30,data_html/raw/html/rbv/rbv59777.html,house,house,for-sale,1,365500,1,,Maurits Dewittestraat,4,8400,Oostende,West Flanders,Flanders,51.2108529,2.8920406,4,,,,1,,2,,2024,0,,New,,,,,,,,1,3,,1,,,1,,,1,1,,,,,,1,no flooding area,(information not available),,,378,29,,,,,1,,,OMV_2023091444,,,"Residential zone (residential, urban)",,,,,,,,,,,5,B,C,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,500,368,368,488,304,1100,3800,5500,3300,2000,1400,829,3,651,
RBV59781,10555742,https://immovlan.be/en/detail/apartment/for-sale/8420/de-haan/rbv59781,ImmoVlan,2026-06-15,2026-03-30,data_html/raw/html/rbv/rbv59781.html,flat,appartment,for-sale,0,219000,0,656,Driftweg,55,8420,De Haan,West Flanders,Flanders,51.2688354,3.0267876,1,48,,,1,,1,1,2000,0,1,Fully renovated,Electricity,Double glass,,,,180,FlandersB,1,,,0,,,1,,,1,,,,,1,1,1,no flooding area,(information not available),2,,,,,,,,,,,20260325-0003832834-RES-1,,,Area info not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,621,621,621,1100,625,9800,10800,11700,15500,886,802,3,8200,
RBV59784,10555745,https://immovlan.be/en/detail/apartment/for-sale/8420/de-haan/rbv59784,ImmoVlan,2026-06-15,2026-03-30,data_html/raw/html/rbv/rbv59784.html,flat,appartment,for-sale,0,179000,0,,Hugo Verriestlaan,6,8420,De Haan,West Flanders,Flanders,51.2712729,3.029925,2,68,,,1,,1,2,1993,0,,Normal,Electricity,Double glass,,,,698,FlandersF,0,,,1,,East,1,,1,,,,,,,,1,no flooding area,(information not available),2,,,,,,,,,,,20250331-0003566915-RES-1,,,"Residential zone (residential, urban)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710,326,326,326,191,419,9400,9500,12100,15800,477,394,3,8500,
RBV59786,10555747,https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbv59786,ImmoVlan,2026-06-15,2026-03-30,data_html/raw/html/rbv/rbv59786.html,house,house,for-sale,1,452000,0,,Hilda Daneelsstraat,28,9041,Oostakker,East Flanders,Flanders,51.10029,3.76345,3,,,,1,,,,,0,,New,,,,,,,,0,3,,1,,East,0,,,1,,,,,,,,(information not available),(information not available),,,282,,,,,,,,,,,,Area info not available,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251,432,432,515,123,,6700,8700,6900,,397,43,3,101,121
RBV59787,10555748,https://immovlan.be/en/detail/residence/for-sale/8500/kortrijk/rbv59787,ImmoVlan,2026-06-15,2026-03-30,data_html/raw/html/rbv/rbv59787.html,house,house,for-sale,0,365000,1,,Vetexpad,20,8500,Kortrijk,West Flanders,Flanders,50.815474,3.2718398,3,,,,2,,,,,0,,New,,,,,,,,0,2,,1,,South-west,0,,,,,,,,,,,(information not available),(information not available),,,144,,,,,,,,,,,,Area info not available,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,857,457,1200,1200,82,,1400,1700,394,5500,357,136,3,580,1300
RBV59789,10555750,https://immovlan.be/en/detail/residence/for-sale/8500/kortrijk/rbv59789,ImmoVlan,2026-06-15,2026-03-30,data_html/raw/html/rbv/rbv59789.html,house,house,for-sale,0,355000,1,,Vetexpad,16,8500,Kortrijk,West Flanders,Flanders,50.815474,3.2718398,3,,,,2,,,,,0,,New,,,,,,,,0,2,,1,,South-west,0,,,,,,,,,,,(information not available),(information not available),,,144,,,,,,,,,,,,Area info not available,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,857,457,1200,1200,82,,1400,1700,394,5500,357,136,3,580,1300
RBV59791,10555752,https://immovlan.be/en/detail/residence/for-sale/8500/kortrijk/rbv59791,ImmoVlan,2026-06-15,2026-03-30,data_html/raw/html/rbv/rbv59791.html,house,house,for-sale,0,355000,1,,Vetexpad,12,8500,Kortrijk,West Flanders,Flanders,50.815474,3.2718398,3,,,,2,,,,,0,,New,,,,,,,,0,2,,1,,South-west,0,,,,,,,,,,,(information not available),(information not available),,,144,,,,,,,,,,,,Area info not available,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,857,457,1200,1200,82,,1400,1700,394,5500,357,136,3,580,1300
RBV59792,10555753,https://immovlan.be/en/detail/residence/for-sale/8500/kortrijk/rbv59792,ImmoVlan,2026-06-15,2026-03-30,data_html/raw/html/rbv/rbv59792.html,house,house,for-sale,0,365000,1,,Vetexpad,10,8500,Kortrijk,West Flanders,Flanders,50.815474,3.2718398,3,,,,1,,,,,0,,New,,,,,,,,0,2,,1,,South-west,0,,,,,,,,,,,(information not available),(information not available),,,144,,,,,,,,,,,,Area info not available,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,857,457,1200,1200,82,,1400,1700,394,5500,357,136,3,580,1300
RBV59793,10555754,https://immovlan.be/en/detail/residence/for-sale/8500/kortrijk/rbv59793,ImmoVlan,2026-06-15,2026-03-30,data_html/raw/html/rbv/rbv59793.html,house,house,for-sale,0,355000,1,,Vetexpad,8,8500,Kortrijk,West Flanders,Flanders,50.815474,3.2718398,3,,,,2,,,,,0,,New,,,,,,,,0,2,,1,,South-west,0,,,,,,,,,,,(information not available),(information not available),,,144,,,,,,,,,,,,Area info not available,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,857,457,1200,1200,82,,1400,1700,394,5500,357,136,3,580,1300
RBV59794,10555755,https://immovlan.be/en/detail/residence/for-sale/8500/kortrijk/rbv59794,ImmoVlan,2026-06-15,2026-03-30,data_html/raw/html/rbv/rbv59794.html,house,house,for-sale,0,365000,1,,Vetexpad,6,8500,Kortrijk,West Flanders,Flanders,50.815474,3.2718398,3,,,,1,,,,,0,,New,,,,,,,,0,2,,1,,South-west,0,,,,,,,,,,,(information not available),(information not available),,,144,,,,,,,,,,,,Area info not available,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,857,457,1200,1200,82,,1400,1700,394,5500,357,136,3,580,1300
RBV59815,10555800,https://immovlan.be/en/detail/apartment/for-sale/9620/zottegem/rbv59815,ImmoVlan,2026-06-15,2026-03-30,data_html/raw/html/rbv/rbv59815.html,flat,appartment,for-sale,0,385000,0,841,Grotstraat,22,9620,Zottegem,East Flanders,Flanders,50.8731808,3.8335427,2,122,,,1,,1,0,2017,0,,Excellent,,Double glass,,1,,80,FlandersSingleA,1,2,,0,,,0,,,1,,,1,1,,1,1,no flooding area,(information not available),3,,,,,,,,1,,,,,1,"Residential zone (residential, urban)",,,,,,,,,,,,A,A,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,75,75,199,75,,1600,2800,,,8500,833,3,,1500
RBV59818,10555806,https://immovlan.be/en/detail/apartment/for-sale/9921/vinderhoute/rbv59818,ImmoVlan,2026-06-15,2026-03-30,data_html/raw/html/rbv/rbv59818.html,flat,appartment,for-sale,0,474500,0,941,Vredesdreef,5,9921,Vinderhoute,East Flanders,Flanders,51.0865237,3.6425267,2,138,,,,,1,0,1973,0,,Excellent,,Double glass,,1,,263,FlandersC,1,3,,0,,,1,,,1,,,,,,,1,no flooding area,(information not available),,,,,,,,,1,07/12/2035,,20251207-0003751053-RES-1,,,"Residential zone (residential, urban)",,,,,,,,,,,,A,A,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,794,439,30,2600,477,,5600,5700,7700,,1500,2900,3,3200,2200
RBV59868,10555859,https://immovlan.be/en/detail/apartment/for-sale/8400/oostende/rbv59868,ImmoVlan,2026-06-15,2026-03-30,data_html/raw/html/rbv/rbv59868.html,flat,appartment,for-sale,0,164000,0,416,Wagenstraat,14,8400,Oostende,West Flanders,Flanders,51.2190708,2.9085037,3,80,,,1,,,2,1935,0,,Excellent,,,,,,323,FlandersD,0,,,0,,,0,,,,,,,,,,1,(information not available),(information not available),3,,,19,,,12,8,1,09/04/2036,,0003826708,,,"Residential zone (residential, urban)",,,13,,,,,,,,8,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264,264,328,326,235,935,2000,4500,1300,4100,1300,378,3,619,2000
RBV59872,10555867,https://immovlan.be/en/detail/residence/for-sale/8900/ieper/rbv59872,ImmoVlan,2026-06-15,2026-03-30,data_html/raw/html/rbv/rbv59872.html,house,house,for-sale,0,250000,0,567,Cartonstraat,43,8900,Ieper,West Flanders,Flanders,50.8534299,2.8893122,2,115,,,1,,,,1930,0,,Excellent,Gas,Double glass,,,,220,FlandersC,1,2,,0,,,0,,,1,1,,,,,,1,no flooding area,(information not available),,,43,,,,11,16,1,10/04/2035,,20250410-0003574689-RES-2,,1,"Residential area of cultural, historical value",,12,,,4,,,1,,,9,A,A,4,,,,,,,,,,10,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,649,613,613,407,261,,1400,1700,4700,27800,447,744,3,286,1300
RBV59878,10555874,https://immovlan.be/en/detail/residence/for-sale/2980/zoersel/rbv59878,ImmoVlan,2026-06-15,2026-03-30,data_html/raw/html/rbv/rbv59878.html,house,house,for-sale,0,449500,0,,Ketelheide,8,2980,Zoersel,Antwerp,Flanders,51.24396,4.64308,3,134,,,1,,2,,1958,0,0,Normal,,,,,,351,FlandersD,1,4,North-east,1,500,,0,,,,,,,,,0,1,no flooding area,(information not available),,On contract,763,27,0,,,,1,,,20201104-0002335398-RES-1,,,"Residential zone (residential, urban)",,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,828,813,813,4400,534,,12200,13200,5900,21000,4100,2600,3,8500,553
RBV59884,10555880,https://immovlan.be/en/detail/residence/for-sale/3570/alken/rbv59884,ImmoVlan,2026-06-15,2026-03-30,data_html/raw/html/rbv/rbv59884.html,house,house,for-sale,0,610000,0,987,Steenweg,290,3570,Alken,Limburg,Flanders,50.8758394,5.2656773,7,251,,,2,,3,,1960,0,,Excellent,Gas,Double glass,,,,159,FlandersB,1,,,1,,,1,,,1,,,,,,,,no flooding area,(information not available),,,1080,,1,,,,,,,2025014-0002262979-RES-1,,,"Residential zone (residential, urban)",,,,,,,,,,,,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758,824,824,4400,214,,2500,2600,7300,,3900,3100,3,7500,
RBV59890,10555888,https://immovlan.be/en/detail/residence/for-sale/1500/halle/rbv59890,ImmoVlan,2026-06-15,2026-03-30,data_html/raw/html/rbv/rbv59890.html,house,house,for-sale,0,209000,0,,Auguste Demaeghtlaan,165,1500,Halle,Flemish Brabant,Flanders,50.73632,4.231146,,220,,,,,,,1924,0,0,To be renovated,Not specified,,,,,1328,FlandersF,0,2,East,0,,,0,,,1,1,,,,,0,1,no flooding area,(information not available),,,307,,0,,,,,,,20260308-0003819180-RES-1,,,"Residential zone (residential, urban)",,,,,,,,,,,,,,,,,,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223,459,459,148,232,,1200,1600,1800,,57,333,3,531,1200
RBV60124,10556126,https://immovlan.be/en/detail/mixed-building/for-sale/2800/mechelen/rbv60124,ImmoVlan,2026-06-15,2026-03-30,data_html/raw/html/rbv/rbv60124.html,mixed_building,house,for-sale,0,669000,0,,Geerdegemdries,27,2800,Mechelen,Antwerp,Flanders,51.0043311,4.4697073,3,238,,,2,,2,,2021,0,0,Normal,,Double glass,,,,10,FlandersSingleA,1,3,,1,900,,1,,,,,,2,,,0,1,(information not available),(information not available),2,On contract,1001,33,0,,,,,,1,,,,,,10,,,7,,,1,,,8,,,37,,0,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,625,731,981,1700,442,,2000,2700,1300,19000,939,499,3,662,518
RBV60132,10556221,https://immovlan.be/en/detail/chalet/for-sale/6830/bouillon/rbv60132,ImmoVlan,2026-06-15,2026-03-31,data_html/raw/html/rbv/rbv60132.html,chalet,house,for-sale,0,295309,0,,Chemin des Falloises,56,6830,Bouillon,Luxembourg,Wallonia,49.8339217,5.0114322,2,93,,,1,1,,,1967,,0,Excellent,Fuel oil,Double glass,,,,243,WalloniaC,,4,,1,,,1,13,,1,,,,,,,,(information not available),(information not available),2,,2360,,0,,,,,,,,,,,,,,,,1,,,,0,,A,A,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4500,5100,5100,9400,843,,11300,17700,,,1300,5000,3,,
RBV60133,10556222,https://immovlan.be/en/detail/residence/for-sale/6830/bouillon/rbv60133,ImmoVlan,2026-06-15,2026-03-31,data_html/raw/html/rbv/rbv60133.html,house,house,for-sale,0,386000,1,,Voie de Remifontaine,9,6830,Bouillon,Luxembourg,Wallonia,49.8387807,5.0168268,2,134,,,1,,,,2026,,,New,,Double glass,,,1,72,WalloniaSingleA,,3,,1,,,1,,,,,,2,,,,,(information not available),(information not available),2,,1852,,,,,,,,,,,,,,,,,,1,,,,,,A,A,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5300,4000,4000,9300,739,,11000,17600,,,1100,4900,3,,
RBV60134,10556223,https://immovlan.be/en/detail/residence/for-sale/6830/bouillon/rbv60134,ImmoVlan,2026-06-15,2026-03-31,data_html/raw/html/rbv/rbv60134.html,house,house,for-sale,0,486000,1,,Voie de Remifontaine,9,6830,Bouillon,Luxembourg,Wallonia,49.8387807,5.0168268,3,,,,2,,2,,2026,,,New,,Double glass,,,1,26,WalloniaDoubleA,,3,,1,,,1,,,1,,,2,,,,,(information not available),(information not available),2,,1788,,,,,,,,,,,,,1,,,,,1,,,,,,A,A,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5300,4000,4000,9300,739,,11000,17600,,,1100,4900,3,,
RBV60141,10556230,https://immovlan.be/en/detail/residence/for-sale/2070/zwijndrecht/rbv60141,ImmoVlan,2026-06-15,2026-03-31,data_html/raw/html/rbv/rbv60141.html,house,house,for-sale,0,467000,0,,Verbindingstraat,100,2070,Zwijndrecht,Antwerp,Flanders,51.2045574,4.3382987,3,150,,,1,,,,2026,,,Fully renovated,Hot air,Double glass,1,,,15,FlandersSingleA,1,2,,1,60,,,,,1,,,2,,,,,(information not available),(information not available),,,163,,0,,,,,,,,1,,,,,,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468,330,330,4500,148,2300,1300,1300,311,12800,397,484,3,755,697
RBV60143,10556232,https://immovlan.be/en/detail/residence/for-sale/9260/wichelen/rbv60143,ImmoVlan,2026-06-15,2026-03-31,data_html/raw/html/rbv/rbv60143.html,house,house,for-sale,1,630000,1,,Onnebossen,13,9260,Wichelen,East Flanders,Flanders,50.987351,3.94621,3,212,,,1,,,,2026,,,Excellent,,,,,,25,FlandersSingleA,1,3,,1,555,,1,,,,,,,,,,,(information not available),(information not available),,,653,,0,,,,,,,,,,,1,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,1400,1300,4100,963,,1100,1000,9800,,4400,2800,3,4900,
RBV60144,10556233,https://immovlan.be/en/detail/residence/for-sale/9260/wichelen/rbv60144,ImmoVlan,2026-06-15,2026-03-31,data_html/raw/html/rbv/rbv60144.html,house,house,for-sale,1,599000,1,,Onnebossen,13,9260,Wichelen,East Flanders,Flanders,50.987351,3.94621,3,212,,,1,,,,2026,,,New,,,,,,25,FlandersSingleA,1,2,,1,299,,1,,,1,1,,1,,,,,(information not available),(information not available),,,387,,0,,,,,,,,,,,1,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,1400,1300,4100,963,,1100,1000,9800,,4400,2800,3,4900,
RBV60145,10556234,https://immovlan.be/en/detail/residence/for-sale/9260/wichelen/rbv60145,ImmoVlan,2026-06-15,2026-03-31,data_html/raw/html/rbv/rbv60145.html,house,house,for-sale,0,619000,0,,Onnebossen,15,9260,Wichelen,East Flanders,Flanders,50.9874613,3.9463037,3,212,,,1,,,,2026,,,New,,,,,,25,FlandersSingleA,1,3,,1,385,,1,,,,,,,,,,,(information not available),(information not available),,,483,,0,,,,,,,,,,,1,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,1400,1300,4100,1100,,1100,1000,9800,,4400,2800,3,4900,
RBV60168,10556310,https://immovlan.be/en/detail/apartment/for-sale/3140/keerbergen/rbv60168,ImmoVlan,2026-06-15,2026-03-31,data_html/raw/html/rbv/rbv60168.html,flat,appartment,for-sale,1,599000,0,,Sint Michielsstraat,13,3140,Keerbergen,Flemish Brabant,Flanders,51.0036629,4.6277295,2,132,,,1,,1,0,2025,0,,New,,,,,0,,,,,,1,613,,1,,,,,,,,,1,1,(information not available),(information not available),2,,,,0,,,,1,,1,,,0,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,0,,0,,,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,390,634,601,442,146,,6000,6100,,25800,666,699,3,142,
RBV60169,10556311,https://immovlan.be/en/detail/apartment/for-sale/3140/keerbergen/rbv60169,ImmoVlan,2026-06-15,2026-03-31,data_html/raw/html/rbv/rbv60169.html,flat,appartment,for-sale,1,415000,0,,Sint Michielsstraat,13,3140,Keerbergen,Flemish Brabant,Flanders,51.0036629,4.6277295,2,96,,,1,,1,1,2025,0,,New,,,,,0,,,,,,1,,,1,,,,,,,,,1,1,(information not available),(information not available),2,,,,0,,,,1,,1,,,0,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,0,,0,,,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,390,634,601,442,146,,6000,6100,,25800,666,699,3,142,
RBV60170,10556312,https://immovlan.be/en/detail/duplex/for-sale/3140/keerbergen/rbv60170,ImmoVlan,2026-06-15,2026-03-31,data_html/raw/html/rbv/rbv60170.html,duplex,appartment,for-sale,1,455000,0,,Sint Michielsstraat,13,3140,Keerbergen,Flemish Brabant,Flanders,51.0036629,4.6277295,1,86,,,1,,1,2,2025,0,,New,,,,,0,,,,,,1,,,1,,,,,,,,,1,1,(information not available),(information not available),2,,,,0,,,,1,,1,,,0,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,0,,0,,,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,390,634,601,442,146,,6000,6100,,25800,666,699,3,142,
